epoch,step,test_loss,train_loss,val_loss
5,5599,,0.622195839881897,
5,5649,,0.5682576894760132,
5,5699,,0.6650433540344238,
5,5749,,0.5869782567024231,
5,5799,,0.5730260610580444,
5,5849,,0.6133395433425903,
5,5899,,0.5890142917633057,
5,5949,,0.45114338397979736,
5,5999,,0.5305382609367371,
5,6049,,0.4940562844276428,
5,6099,,0.6102616190910339,
5,6101,,,0.5615673065185547
6,6149,,0.47986823320388794,
6,6199,,0.5062484741210938,
6,6249,,0.5718759894371033,
6,6299,,0.49571800231933594,
6,6349,,0.5768558979034424,
6,6399,,0.5390833616256714,
6,6449,,0.512789249420166,
6,6499,,0.5804147124290466,
6,6549,,0.6320551037788391,
6,6599,,0.48462721705436707,
6,6649,,0.5134000182151794,
6,6699,,0.533843994140625,
6,6749,,0.5318155288696289,
6,6799,,0.5590043663978577,
6,6849,,0.5723168849945068,
6,6899,,0.6285146474838257,
6,6949,,0.5323671102523804,
6,6999,,0.6032513380050659,
6,7049,,0.49807828664779663,
6,7099,,0.48509517312049866,
6,7118,,,0.5603346228599548
7,7149,,0.5719761848449707,
7,7199,,0.5553842782974243,
7,7249,,0.5214662551879883,
7,7299,,0.5497793555259705,
7,7349,,0.5461714267730713,
7,7399,,0.5747969150543213,
7,7449,,0.6660120487213135,
7,7499,,0.6292130947113037,
7,7549,,0.5313425064086914,
7,7599,,0.5788285732269287,
7,7649,,0.5423293113708496,
7,7699,,0.4866026043891907,
7,7749,,0.528243899345398,
7,7799,,0.5822548270225525,
7,7849,,0.68784499168396,
7,7899,,0.6682103872299194,
7,7949,,0.4917909801006317,
7,7999,,0.5943317413330078,
7,8049,,0.48467108607292175,
7,8099,,0.6100895404815674,
7,8135,,,0.5616526007652283
8,8149,,0.5707535147666931,
8,8199,,0.5400519967079163,
8,8249,,0.6479401588439941,
8,8299,,0.5667427778244019,
8,8349,,0.5515388250350952,
8,8399,,0.516487717628479,
8,8449,,0.6553288698196411,
8,8499,,0.5984249114990234,
8,8549,,0.5278477668762207,
8,8599,,0.5290402173995972,
8,8649,,0.5449339747428894,
8,8699,,0.5874279737472534,
8,8749,,0.4824654459953308,
8,8799,,0.5227025151252747,
8,8849,,0.663625955581665,
8,8899,,0.4614138603210449,
8,8949,,0.5074546337127686,
8,8999,,0.5417845249176025,
8,9049,,0.4242456555366516,
8,9099,,0.6347025632858276,
8,9149,,0.5348008275032043,
8,9152,,,0.561108410358429
9,9199,,0.48718029260635376,
9,9249,,0.47813525795936584,
9,9299,,0.5230830907821655,
9,9349,,0.5583470463752747,
9,9399,,0.5632596611976624,
9,9449,,0.5587908625602722,
9,9499,,0.553938627243042,
9,9549,,0.4687083959579468,
9,9599,,0.5347002744674683,
9,9649,,0.49678483605384827,
9,9699,,0.545076847076416,
9,9749,,0.4870472550392151,
9,9799,,0.5606738328933716,
9,9849,,0.44528359174728394,
9,9899,,0.5079528093338013,
9,9949,,0.5051394104957581,
9,9999,,0.5039563179016113,
9,10049,,0.4877384603023529,
9,10099,,0.5198163986206055,
9,10149,,0.5054121017456055,
9,10169,,,0.5620856881141663
10,10170,0.5583733916282654,,
